text,ml_prediction,llm_prediction
[SO03] Boiled Rice,"Soybeans - indexes: [1,5] - text: SO03","For the input menu item ""[SO03] Boiled Rice"", I'll analyze it according to the provided guidelines:

```
No Allergens Found
```

Explanation of analysis:
- The menu item ""[SO03] Boiled Rice"" contains no explicit allergen labeling or allergen-related formatting
- While rice could potentially contain allergens or be processed in facilities with allergens, no allergen information is explicitly presented in an allergen format (e.g., ""Contains:"", ""Allergens:"", or allergen shorthand labels)
- Following the guidelines, particularly guideline #1 about only extracting explicitly presented allergens and #8 about default handling, the appropriate response is ""No Allergens Found"""
"Vegan sausages, 2 hash browns, avocado, scrambled tofu, baked beans, mushrooms & spinach, grilled tomato, sourdough toast
Allergens: soya, wheat, gluten, sulphate, rye, soya","Soybeans - indexes: [133,137] - text: soya
Wheat - indexes: [139,144] - text: wheat
Gluten - indexes: [146,152] - text: gluten
Sulphites - indexes: [154,162] - text: sulphate
Gluten - indexes: [164,167] - text: rye
Soybeans - indexes: [169,173] - text: soya","I'll analyze the provided menu item text for explicitly labeled allergens.

From the input:
`Vegan sausages, 2 hash browns, avocado, scrambled tofu, baked beans, mushrooms & spinach, grilled tomato, sourdough toast
Allergens: soya, wheat, gluten, sulphate, rye, soya`

Since there are explicitly labeled allergens after ""Allergens:"", I'll extract each one:

```
Span: ""Allergens: soya, wheat, gluten""
Word or Label Denoting Allergen: ""soya""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Soya is explicitly listed in allergen section.""

Span: ""Allergens: soya, wheat, gluten""
Word or Label Denoting Allergen: ""wheat""
Allergen Category: ""Wheat""
Certainty: ""High""
Explanation: ""Wheat is explicitly listed in allergen section.""

Span: ""Allergens: soya, wheat, gluten""
Word or Label Denoting Allergen: ""gluten""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Gluten is explicitly listed in allergen section.""

Span: ""gluten, sulphate, rye, soya""
Word or Label Denoting Allergen: ""sulphate""
Allergen Category: ""Sulphites""
Certainty: ""High""
Explanation: ""Sulphate (variant of Sulphites) is explicitly listed in allergen section.""

Span: ""sulphate, rye, soya""
Word or Label Denoting Allergen: ""rye""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Rye (a gluten-containing grain) is explicitly listed in allergen section.""
```

Note: Although ""soya"" appears twice in the allergen list, I've only included it once to avoid duplication as per the guidelines."
"ALLERGENS
Contains
EggsSoyaMilkNutsNuts: AlmondNuts: HazelnutNuts: WalnutNuts: CashewNuts: PecanNuts: BrazilNuts: PistachioNuts: Macadamia","Eggs - indexes: [19,39] - text: EggsSoyaMilkNutsNuts
Nuts - indexes: [41,51] - text: AlmondNuts
Nuts - indexes: [53,65] - text: HazelnutNuts
Nuts - indexes: [67,77] - text: WalnutNuts
Nuts - indexes: [79,89] - text: CashewNuts
Nuts - indexes: [91,100] - text: PecanNuts
Nuts - indexes: [102,112] - text: BrazilNuts
Nuts - indexes: [114,127] - text: PistachioNuts
Nuts - indexes: [129,138] - text: Macadamia","I'll analyze the provided menu item text according to the guidelines.

The input text starts with ""ALLERGENS Contains"" which clearly indicates these are explicitly labeled allergens. I'll extract each allergen mentioned:

```
Span: ""ALLERGENS Contains Eggs""
Word or Label Denoting Allergen: ""Eggs""
Allergen Category: ""Eggs""
Certainty: ""High""
Explanation: ""Explicitly listed under ALLERGENS Contains section""

Span: ""Contains EggsSoyaMilk""
Word or Label Denoting Allergen: ""Soya""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Explicitly listed under ALLERGENS Contains section""

Span: ""EggsSoyaMilkNuts""
Word or Label Denoting Allergen: ""Milk""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Explicitly listed under ALLERGENS Contains section""

Span: ""Contains ... Nuts: Almond""
Word or Label Denoting Allergen: ""Almond""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly listed as a nut allergen""

Span: ""Nuts: Hazelnut""
Word or Label Denoting Allergen: ""Hazelnut""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly listed as a nut allergen""

Span: ""Nuts: Walnut""
Word or Label Denoting Allergen: ""Walnut""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly listed as a nut allergen""

Span: ""Nuts: Cashew""
Word or Label Denoting Allergen: ""Cashew""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly listed as a nut allergen""

Span: ""Nuts: Pecan""
Word or Label Denoting"
"Cooked Sushi Rice (rice, sushi vinegar (sugar, spirit vinegar, rice vinegar, salt, demerara sugar), sunflower oil), Salmon (fish), Avocado, Prawn (crustacean) (prawn, salt), Crab Mix (crustacean) (surimi (fish, stabilisers: sorbitol, diphosphates, triphosphates, polyphosphates; sugar), water, wheat starch, egg white, rapeseed oil, crab (crustacean), soya protein, sugar, salt, colours: carmin, paprika extract), Kewpie Mayonnaise (vegetable oil (rapeseed oil, soya bean oil), pasteurised egg yolk, vinegar (water, alcohol, apple juice, corn, sugars, barley malt, sake), salt, flavour enhancer: monosodium glutamate; mustard flour, mustard oil), Wasabi Dressing (water, wasabi powder (horseradish powder, wasabi powder, mustard powder, spirulina powder), citrus fibre, thickener: pectin; acidity regulator: acetic acid; modified starch, sugar, preservative: potassium sorbate), Wakame Seaweed, Sesame Seed Mix (white sesame seeds, black sesame seeds, savoury sauce (soya bean, water, salt, koji)), Pickled Carrot (carrot, sushi vinegar (sugar, spirit vinegar, rice vinegar, water, salt, demerara sugar)), Green Beans, Lemon Juice, Nori Seaweed, Chives, Mint. Soy Sauce Bottle (water, soya bean, wheat, salt, alcohol). Wasabi Sachet (horseradish, humectant: sorbitol; water, reduced tapioca starch syrup, soya bean oil, wasabia japonica, salt, corn starch, mustard, spirulina, mustard oil, acidity regulator: citric acid; turmeric, antioxidant: ascorbic acid; thickener: xanthan gum).","Sesame - indexes: [110,113] - text: oil
Fish - indexes: [124,128] - text: fish
Crustaceans - indexes: [147,157] - text: crustacean
Crustaceans - indexes: [184,194] - text: crustacean
Fish - indexes: [205,209] - text: fish
Eggs - indexes: [308,311] - text: egg
Sesame - indexes: [328,331] - text: oil
Crustaceans - indexes: [339,349] - text: crustacean
Soybeans - indexes: [352,356] - text: soya
Sesame - indexes: [443,446] - text: oil
Sesame - indexes: [457,460] - text: oil
Soybeans - indexes: [462,466] - text: soya
Soybeans - indexes: [467,471] - text: bean
Sesame - indexes: [472,475] - text: oil
Eggs - indexes: [490,493] - text: egg
Mustard - indexes: [618,625] - text: mustard
Mustard - indexes: [633,640] - text: mustard
Sesame - indexes: [641,644] - text: oil
Mustard - indexes: [721,728] - text: mustard
Sesame - indexes: [895,901] - text: Sesame
Sesame - indexes: [918,924] - text: sesame
Sesame - indexes: [938,944] - text: sesame
Soybeans - indexes: [967,971] - text: soya
Soybeans - indexes: [972,976] - text: bean
Soybeans - indexes: [1112,1117] - text: Beans
Soybeans - indexes: [1185,1189] - text: soya
Soybeans - indexes: [1190,1194] - text: bean
Soybeans - indexes: [1305,1309] - text: soya
Soybeans - indexes: [1310,1314] - text: bean
Sesame - indexes: [1315,1318] - text: oil
Mustard - indexes: [1357,1364] - text: mustard
Mustard - indexes: [1377,1384] - text: mustard
Sesame - indexes: [1385,1388] - text: oil","For the provided menu item text, since there are no allergens explicitly labeled in an allergen format (such as ""Allergens:"" or ""Contains:""), the correct output according to the guidelines is:

```
No Allergens Found
```

Explanation: While the text contains ingredients that are common allergens (such as egg, fish, crustacean, wheat, soya, mustard, and sesame), they are listed as regular ingredients rather than being explicitly labeled as allergens. According to guideline #1, we should only extract allergens that are explicitly presented in allergen format, such as ""Allergens:"" or ""Contains:"". Since no such format is present in the text, we must output ""No Allergens Found"".

The presence of parenthetical notes like ""(fish)"" or ""(crustacean)"" in the text appears to be ingredient clarifications rather than explicit allergen labeling, so these should not be considered as allergen declarations according to the given guidelines."
"Served with satay sauce, contains: peanuts, may contain: sesame seeds, soybean, eggs, molluscs, crustacea, nuts or trace","Peanuts - indexes: [35,42] - text: peanuts
Sesame - indexes: [57,69] - text: sesame seeds
Soybeans - indexes: [71,78] - text: soybean
Eggs - indexes: [80,84] - text: eggs
Molluscs - indexes: [86,94] - text: molluscs
Crustaceans - indexes: [96,105] - text: crustacea
Nuts - indexes: [107,111] - text: nuts","For the provided menu item text:
`Served with satay sauce, contains: peanuts, may contain: sesame seeds, soybean, eggs, molluscs, crustacea, nuts or trace`

Here's the analysis:

```
Span: ""contains: peanuts""
Word or Label Denoting Allergen: ""peanuts""
Allergen Category: ""Peanuts""
Certainty: ""High""
Explanation: ""Explicitly listed after 'contains:' label""

Span: ""may contain: sesame seeds""
Word or Label Denoting Allergen: ""sesame seeds""
Allergen Category: ""Sesame""
Certainty: ""Low""
Explanation: ""Listed under 'may contain' indicating potential presence""

Span: ""may contain: soybean""
Word or Label Denoting Allergen: ""soybean""
Allergen Category: ""Soybeans""
Certainty: ""Low""
Explanation: ""Listed under 'may contain' indicating potential presence""

Span: ""may contain: eggs""
Word or Label Denoting Allergen: ""eggs""
Allergen Category: ""Eggs""
Certainty: ""Low""
Explanation: ""Listed under 'may contain' indicating potential presence""

Span: ""may contain: molluscs""
Word or Label Denoting Allergen: ""molluscs""
Allergen Category: ""Molluscs""
Certainty: ""Low""
Explanation: ""Listed under 'may contain' indicating potential presence""

Span: ""may contain: crustacea""
Word or Label Denoting Allergen: ""crustacea""
Allergen Category: ""Crustaceans""
Certainty: ""Low""
Explanation: ""Listed under 'may contain' indicating potential presence""

Span: ""may contain: nuts""
Word or Label Denoting Allergen: ""nuts""
Allergen Category: ""Nuts""
Certainty: ""Low""
Explanation: ""Listed under 'may contain' indicating potential presence""
```"
"Ingredients
INGREDIENT DECLARATION & ALLERGEN INFO:
WHEAT FLOUR (with Calcium, Iron, Niacin, Thiamin), Vine fruits 29% (Currants, Raisins, Sultanas) Water, Lard, Palm Oil, Yeast, Sugar, Invert sugar syrup, Rapeseed Oil, Orange, EGG, Glucose, WHEAT GLUTEN, Salt, Lemon peel, Emulsifiers (mono- and diglycerides of fatty acids, mono- and Diacetyl tartaric esters of mono- and diglycerides of fatty acids), Acidity regulator (Citric Acid), Colour (Annatto), Saffron, Preservatives (SULPHUR Dioxide)
For Allergens, including cereals containing Glute, see ingredients in CAPITALS.
May contain Traces of NUTS","Wheat - indexes: [52,57] - text: WHEAT
Wheat - indexes: [58,63] - text: FLOUR
Eggs - indexes: [228,231] - text: EGG
Wheat - indexes: [242,247] - text: WHEAT
Gluten - indexes: [248,254] - text: GLUTEN
Sulphites - indexes: [479,494] - text: SULPHUR Dioxide
Gluten - indexes: [521,545] - text: cereals containing Glute
Nuts - indexes: [598,602] - text: NUTS","I'll analyze the menu item text according to the guidelines.

From the input text, there are explicit allergen labels due to:
1. The ""ALLERGEN INFO:"" section
2. The note ""For Allergens, see ingredients in CAPITALS""
3. Capitalized ingredients indicating allergens

Here's the structured output:

```
Span: ""WHEAT FLOUR (with Calcium, Iron""
Word or Label Denoting Allergen: ""WHEAT""
Allergen Category: ""Wheat""
Certainty: ""High""
Explanation: ""Explicitly labeled as allergen through capitalization per allergen info note""

Span: ""Orange, EGG, Glucose""
Word or Label Denoting Allergen: ""EGG""
Allergen Category: ""Eggs""
Certainty: ""High""
Explanation: ""Explicitly labeled as allergen through capitalization per allergen info note""

Span: ""WHEAT GLUTEN, Salt, Lemon""
Word or Label Denoting Allergen: ""WHEAT GLUTEN""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Explicitly labeled as allergen through capitalization per allergen info note""

Span: ""Preservatives (SULPHUR Dioxide)""
Word or Label Denoting Allergen: ""SULPHUR""
Allergen Category: ""Sulphites""
Certainty: ""High""
Explanation: ""Explicitly labeled as allergen through capitalization per allergen info note""

Span: ""May contain Traces of NUTS""
Word or Label Denoting Allergen: ""NUTS""
Allergen Category: ""Nuts""
Certainty: ""Low""
Explanation: ""Listed as potential trace contamination with 'may contain' phrasing""
```"
"Contains gluten and dairy Cheese, tomato, spicy donner, onions pepper & chillies","Gluten - indexes: [9,15] - text: gluten
Dairy - indexes: [20,32] - text: dairy Cheese","For the provided menu item text: `Contains gluten and dairy Cheese, tomato, spicy donner, onions pepper & chillies`

Here's the analysis:

```
Span: ""Contains gluten and dairy""
Word or Label Denoting Allergen: ""gluten""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Gluten is explicitly stated with 'Contains' label.""

Span: ""Contains gluten and dairy""
Word or Label Denoting Allergen: ""dairy""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Dairy is explicitly stated with 'Contains' label.""
```

The text contains two explicitly labeled allergens introduced by the word ""Contains"". While cheese (a dairy product) is mentioned later in the ingredients list, it's not explicitly labeled as an allergen, so it's not included as a separate entry. Only the allergens explicitly labeled with ""Contains"" are extracted according to the guidelines."
"Marinated in yoghurt cooked in a clay oven then mixed with special herbs, spices, nuts & almond in masala sauce Mild Chicken tikka – milk, tree nut, mustard Lamb tikka – milk, tree nut, mustard Paneer tikka – milk, tree nut, mustard Tandoori king prawn – milk, shellfish, tree nut, mustard Vegetable – milk, tree…","Dairy - indexes: [133,137] - text: milk
Nuts - indexes: [139,147] - text: tree nut
Mustard - indexes: [149,156] - text: mustard
Dairy - indexes: [170,174] - text: milk
Nuts - indexes: [176,184] - text: tree nut
Mustard - indexes: [186,193] - text: mustard
Dairy - indexes: [209,213] - text: milk
Nuts - indexes: [215,223] - text: tree nut
Mustard - indexes: [225,232] - text: mustard
Dairy - indexes: [255,259] - text: milk
Nuts - indexes: [272,280] - text: tree nut
Mustard - indexes: [282,289] - text: mustard
Dairy - indexes: [302,306] - text: milk
Nuts - indexes: [308,312] - text: tree","For the provided menu item text, I'll analyze it according to the guidelines and extract the explicitly labeled allergens:

```
Span: ""Chicken tikka – milk, tree nut""
Word or Label Denoting Allergen: ""milk""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Milk is explicitly listed as an allergen after the dish name""

Span: ""Chicken tikka – milk, tree nut""
Word or Label Denoting Allergen: ""tree nut""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Tree nut is explicitly listed as an allergen after the dish name""

Span: ""Chicken tikka – milk, tree nut, mustard""
Word or Label Denoting Allergen: ""mustard""
Allergen Category: ""Mustard""
Certainty: ""High""
Explanation: ""Mustard is explicitly listed as an allergen after the dish name""

Span: ""Tandoori king prawn – milk, shellfish""
Word or Label Denoting Allergen: ""shellfish""
Allergen Category: ""Shellfish""
Certainty: ""High""
Explanation: ""Shellfish is explicitly listed as an allergen after the dish name""
```

Note: While nuts and almonds are mentioned in the ingredient description (""nuts & almond in masala sauce""), I've only included the allergens that are explicitly labeled in the allergen format after each dish name (following the dash). The allergens are consistently formatted and clearly labeled for each dish variant, making these high-certainty identifications."
"Net weight 175g. Contains wheat, milk, egg, peanuts, sesame, soy flour, cereal containing gluten","Wheat - indexes: [26,31] - text: wheat
Dairy - indexes: [33,37] - text: milk
Eggs - indexes: [39,42] - text: egg
Peanuts - indexes: [44,51] - text: peanuts
Sesame - indexes: [53,59] - text: sesame
Soybeans - indexes: [61,70] - text: soy flour
Gluten - indexes: [72,96] - text: cereal containing gluten","For the provided input:
`Net weight 175g. Contains wheat, milk, egg, peanuts, sesame, soy flour, cereal containing gluten`

Analysis:
The text includes allergens explicitly labeled with ""Contains"" which meets the criteria for allergen labeling format. Here are the structured entries:

```
Span: ""Contains wheat, milk, egg""
Word or Label Denoting Allergen: ""wheat""
Allergen Category: ""Wheat""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement.""

Span: ""Contains wheat, milk, egg""
Word or Label Denoting Allergen: ""milk""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement.""

Span: ""Contains wheat, milk, egg""
Word or Label Denoting Allergen: ""egg""
Allergen Category: ""Eggs""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement.""

Span: ""Contains wheat, milk, egg, peanuts""
Word or Label Denoting Allergen: ""peanuts""
Allergen Category: ""Peanuts""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement.""

Span: ""egg, peanuts, sesame, soy""
Word or Label Denoting Allergen: ""sesame""
Allergen Category: ""Sesame""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement.""

Span: ""sesame, soy flour, cereal""
Word or Label Denoting Allergen: ""soy""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains' statement.""

Span: ""cereal containing gluten""
Word or Label Denoting Allergen: ""gluten""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Explicitly listed after"
"G - Contains GlutenVegetable balls marinated in Indian & Chinese spices, dipped in corn flour batter & deep fried","Gluten - indexes: [0,1] - text: G
Gluten - indexes: [13,28] - text: GlutenVegetable","For the provided menu item:
`G - Contains GlutenVegetable balls marinated in Indian & Chinese spices, dipped in corn flour batter & deep fried`

```
Span: ""G - Contains Gluten""
Word or Label Denoting Allergen: ""G""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Shorthand 'G' is explicitly defined as Gluten with 'Contains' label.""

Span: ""G - Contains Gluten""
Word or Label Denoting Allergen: ""Gluten""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Gluten is explicitly labeled as a contained allergen.""
```

The menu item contains two allergen indicators for gluten:
1. The shorthand label ""G""
2. The explicit mention ""Contains Gluten""

Both are presented in an allergen labeling format (with ""Contains"" indicator), making them valid allergen mentions according to the guidelines. The rest of the text describes ingredients but not in an allergen labeling format, so no other allergens are extracted."
"Milk, Eggs, Soya, Wheat, Nuts, Hzelnuts, Nuts. A perfectly baked milk chocolate cookie dough sitting on our soft centred Belgian waffle with luxurious Ferrero Rocher balls, mouth watering Lindor chocolate truffles sprinkled with milk chocolate blossoms, roasted nibbed peanuts drizzled with milk chocolate hazelnut sauce, gourmet white chocolate sauce finished with salted caramel chips","Dairy - indexes: [0,4] - text: Milk
Eggs - indexes: [6,10] - text: Eggs
Soybeans - indexes: [12,16] - text: Soya
Wheat - indexes: [18,23] - text: Wheat
Nuts - indexes: [25,29] - text: Nuts
Nuts - indexes: [31,39] - text: Hzelnuts
Nuts - indexes: [41,45] - text: Nuts
Dairy - indexes: [65,69] - text: milk
Dairy - indexes: [229,233] - text: milk
Peanuts - indexes: [269,276] - text: peanuts
Dairy - indexes: [291,295] - text: milk","For the provided menu item text, I'll analyze it according to the guidelines.

Since the allergens mentioned at the beginning of the text (Milk, Eggs, Soya, Wheat, Nuts, Hazelnuts) appear to be in a list format that looks like an allergen declaration, I'll process these as explicitly labeled allergens.

```
Span: ""Milk, Eggs, Soya""
Word or Label Denoting Allergen: ""Milk""
Allergen Category: ""Dairy""
Certainty: ""High""
Explanation: ""Listed in initial allergen declaration.""

Span: ""Milk, Eggs, Soya""
Word or Label Denoting Allergen: ""Eggs""
Allergen Category: ""Eggs""
Certainty: ""High""
Explanation: ""Listed in initial allergen declaration.""

Span: ""Milk, Eggs, Soya, Wheat""
Word or Label Denoting Allergen: ""Soya""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Listed in initial allergen declaration.""

Span: ""Eggs, Soya, Wheat, Nuts""
Word or Label Denoting Allergen: ""Wheat""
Allergen Category: ""Wheat""
Certainty: ""High""
Explanation: ""Listed in initial allergen declaration.""

Span: ""Wheat, Nuts, Hzelnuts""
Word or Label Denoting Allergen: ""Nuts""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Listed in initial allergen declaration.""

Span: ""Nuts, Hzelnuts, Nuts""
Word or Label Denoting Allergen: ""Hzelnuts""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Listed in initial allergen declaration as specific type of nut.""
```

Note: Other mentions of nuts, milk, and hazelnuts in the description of the dish (e.g., ""milk chocolate,"" ""hazelnut sauce"") are not included as"
"Contains: Soy, Crutaceans.","Soybeans - indexes: [10,13] - text: Soy
Crustaceans - indexes: [15,25] - text: Crutaceans","For the input `Contains: Soy, Crutaceans.`, I'll analyze it according to the guidelines:

```
Span: ""Contains: Soy""
Word or Label Denoting Allergen: ""Soy""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Explicitly labeled as an allergen after 'Contains:'""

Span: ""Contains: Soy, Crutaceans""
Word or Label Denoting Allergen: ""Crutaceans""
Allergen Category: ""Crustaceans""
Certainty: ""High""
Explanation: ""Explicitly labeled as an allergen after 'Contains:' (despite misspelling)""
```

Note: While ""Crutaceans"" is misspelled (should be ""Crustaceans""), it's still clearly intended as an allergen label within the ""Contains:"" format, so it's included in the output. The allergen category is listed as ""Crustaceans"" (the correct spelling) while preserving the original spelling in the span and word/label fields."
Hot. Contain kingprawn&egg,"Crustaceans - indexes: [13,22] - text: kingprawn
Eggs - indexes: [23,26] - text: egg","For the input text ""Hot. Contain kingprawn&egg"", I'll analyze according to the guidelines:

```
No Allergens Found
```

Explanation of analysis:
- While the text mentions ""kingprawn"" (which could be considered a crustacean) and ""egg"" (which could be an allergen), they are not explicitly labeled in an allergen format.
- The word ""Contain"" is used, but it appears to be part of a general ingredient list description rather than a formal allergen declaration.
- To qualify as an explicit allergen label, it would need to be formatted more clearly as an allergen statement (e.g., ""Contains:"", ""Allergens:"", etc.).
- Following guideline #1, we should not extract potential allergens that are merely mentioned as part of general ingredient descriptions.
- Therefore, the correct output is ""No Allergens Found"" as the allergens are not explicitly presented in an allergen format."
"Sea salted with mild spicy kimchi sauce. Peanut and Nut, Shellfish and Molluscus, Soy.","Peanuts - indexes: [41,47] - text: Peanut
Nuts - indexes: [52,55] - text: Nut
Molluscs - indexes: [71,80] - text: Molluscus
Soybeans - indexes: [82,85] - text: Soy","For the provided menu item text:
`Sea salted with mild spicy kimchi sauce. Peanut and Nut, Shellfish and Molluscus, Soy.`

The text appears to list allergens in a structured format after the menu description, so I'll extract these allergens:

```
Span: ""Peanut and Nut""
Word or Label Denoting Allergen: ""Peanut""
Allergen Category: ""Peanuts""
Certainty: ""High""
Explanation: ""Peanut is explicitly listed in allergen format""

Span: ""Peanut and Nut""
Word or Label Denoting Allergen: ""Nut""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Nuts are explicitly listed in allergen format""

Span: ""Shellfish and Molluscus""
Word or Label Denoting Allergen: ""Shellfish""
Allergen Category: ""Shellfish""
Certainty: ""High""
Explanation: ""Shellfish is explicitly listed in allergen format""

Span: ""Shellfish and Molluscus""
Word or Label Denoting Allergen: ""Molluscus""
Allergen Category: ""Molluscs""
Certainty: ""High""
Explanation: ""Molluscs (spelled as Molluscus) is explicitly listed in allergen format""

Span: ""Soy""
Word or Label Denoting Allergen: ""Soy""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Soy is explicitly listed in allergen format""
```"
"Sulfite & chemical free, we do not use drywhite-bleachig agent on our potatoes. Contains peanuts.","Sulphites - indexes: [0,7] - text: Sulfite
Peanuts - indexes: [89,96] - text: peanuts","For the provided menu item text:
`Sulfite & chemical free, we do not use drywhite-bleachig agent on our potatoes. Contains peanuts.`

Analysis:

```
Span: ""Contains peanuts""
Word or Label Denoting Allergen: ""peanuts""
Allergen Category: ""Peanuts""
Certainty: ""High""
Explanation: ""Explicitly labeled with 'Contains' prefix indicating allergen declaration.""
```

Note: While ""Sulfite"" is mentioned in the text, it's used in a negative context (""Sulfite & chemical free"") rather than as an allergen declaration, so it's not included as an allergen entry. Only the explicitly labeled allergen ""peanuts"" with the ""Contains"" prefix is extracted according to the guidelines."
ContainsNutsNuts: AlmondNuts: HazelnutNuts: WalnutNuts: CashewNuts: PecanNuts: BrazilNuts: PistachioNuts: Macadamia,"Nuts - indexes: [0,16] - text: ContainsNutsNuts
Nuts - indexes: [18,28] - text: AlmondNuts
Nuts - indexes: [30,42] - text: HazelnutNuts
Nuts - indexes: [44,54] - text: WalnutNuts
Nuts - indexes: [56,66] - text: CashewNuts
Nuts - indexes: [68,77] - text: PecanNuts
Nuts - indexes: [79,89] - text: BrazilNuts
Nuts - indexes: [91,104] - text: PistachioNuts
Nuts - indexes: [106,115] - text: Macadamia","Let me analyze the provided menu item text according to the guidelines.

For the input: `ContainsNutsNuts: AlmondNuts: HazelnutNuts: WalnutNuts: CashewNuts: PecanNuts: BrazilNuts: PistachioNuts: Macadamia`

The text contains explicit allergen labeling with ""ContainsNuts"" and multiple nut types labeled with ""Nuts:"". Here's the structured output:

```
Span: ""ContainsNutsNuts: Almond""
Word or Label Denoting Allergen: ""ContainsNuts""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicit allergen labeling with 'ContainsNuts'""

Span: ""Nuts: Almond""
Word or Label Denoting Allergen: ""Almond""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly labeled as a nut allergen""

Span: ""Nuts: Hazelnut""
Word or Label Denoting Allergen: ""Hazelnut""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly labeled as a nut allergen""

Span: ""Nuts: Walnut""
Word or Label Denoting Allergen: ""Walnut""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly labeled as a nut allergen""

Span: ""Nuts: Cashew""
Word or Label Denoting Allergen: ""Cashew""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly labeled as a nut allergen""

Span: ""Nuts: Pecan""
Word or Label Denoting Allergen: ""Pecan""
Allergen Category: ""Nuts""
Certainty: ""High""
Explanation: ""Explicitly labeled as a nut allergen""

Span:"
"Wok fried udon with prawns and spring onions, seasoned with soy sauce until browned and smoky Contains: Cereals (Gluten), Crustaceans, Soya, mollusce","Gluten - indexes: [104,111] - text: Cereals
Gluten - indexes: [113,119] - text: Gluten
Crustaceans - indexes: [122,133] - text: Crustaceans
Soybeans - indexes: [135,139] - text: Soya
Molluscs - indexes: [141,149] - text: mollusce","Let me analyze the menu item text according to the provided guidelines.

For the input: `Wok fried udon with prawns and spring onions, seasoned with soy sauce until browned and smoky Contains: Cereals (Gluten), Crustaceans, Soya, mollusce`

Since there are explicitly labeled allergens following ""Contains:"", I'll extract each allergen:

```
Span: ""Contains: Cereals (Gluten)""
Word or Label Denoting Allergen: ""Cereals (Gluten)""
Allergen Category: ""Gluten""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains:' label""

Span: ""Contains: Cereals (Gluten), Crustaceans""
Word or Label Denoting Allergen: ""Crustaceans""
Allergen Category: ""Crustaceans""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains:' label""

Span: ""Crustaceans, Soya, mollusce""
Word or Label Denoting Allergen: ""Soya""
Allergen Category: ""Soybeans""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains:' label""

Span: ""Soya, mollusce""
Word or Label Denoting Allergen: ""mollusce""
Allergen Category: ""Molluscs""
Certainty: ""High""
Explanation: ""Explicitly listed after 'Contains:' label, despite spelling variation""
```

Note: While soy sauce is mentioned in the ingredient list, it's only extracted here because it's explicitly labeled in the allergen section as ""Soya"". The ingredient mention alone would not have qualified for extraction per the guidelines."
[SO02] Spicy Jiu Yim Chips,"Soybeans - indexes: [1,5] - text: SO02","For the input menu item ""[SO02] Spicy Jiu Yim Chips"", my analysis is:

```
No Allergens Found
```

Explanation of my analysis:
- The menu item text does not contain any explicit allergen labeling formats (such as ""Allergens:"", ""Contains:"", etc.)
- While the item might contain ingredients that could be allergens, they are not explicitly labeled as allergens in the text
- Following the guidelines, we should only extract allergens that are explicitly presented in allergen format
- Therefore, the correct output is ""No Allergens Found"""
