text,current_prediction,suggested_correction,reason
"Dairy, sulphur oxide","Dairy - indexes: [0,5] - text: Dairy
Sulphites - indexes: [7,20] - text: sulphur oxide",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
D - Contains DairyCottage cheese cooked with Indian spices and cooked in a creamy butter sauce,"Dairy - indexes: [0,1] - text: D
Dairy - indexes: [13,25] - text: DairyCottage",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
34. OYSTER SAUCE,"Molluscs - indexes: [4,10] - text: OYSTER",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Tomato Sauce, Mozzarella, Calibrian Spicy Sausage, Mushrooms & Oregano . [ V ] . [ Gl ] . [ D ]","Gluten - indexes: [83,85] - text: Gl
Dairy - indexes: [92,93] - text: D",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[SO04] Egg Fried Rice,"Soybeans - indexes: [1,5] - text: SO04",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"3x burgers and cheese. Contains gluten, milk and sesame seed. Contains glten, milk and sesame seed","Gluten - indexes: [32,38] - text: gluten
Dairy - indexes: [40,44] - text: milk
Sesame - indexes: [49,60] - text: sesame seed
Gluten - indexes: [71,76] - text: glten
Dairy - indexes: [78,82] - text: milk
Sesame - indexes: [87,98] - text: sesame seed",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Sliced salmon & roe toppings with crabstick on sushi rice *crab,salmon roe","Crustaceans - indexes: [59,63] - text: crab
Fish - indexes: [64,74] - text: salmon roe",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Homemade ""Tirami Sù""","Sulphites - indexes: [17,19] - text: Sù",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contain milk, nuts, peanuts, soya, crustaceams, sulphur dioxide and mustard. Passanda mildly spiced with cream and garnished with almond, coconut, yoghurt-a characteristically rich and creamy dish.
Milk, Nuts, Peanuts, Soya, Sulphur Dioxide, Mustard, Crustacenas","Dairy - indexes: [8,12] - text: milk
Nuts - indexes: [14,18] - text: nuts
Peanuts - indexes: [20,27] - text: peanuts
Soybeans - indexes: [29,33] - text: soya
Crustaceans - indexes: [35,46] - text: crustaceams
Sulphites - indexes: [48,63] - text: sulphur dioxide
Mustard - indexes: [68,75] - text: mustard
Dairy - indexes: [198,202] - text: Milk
Nuts - indexes: [204,208] - text: Nuts
Peanuts - indexes: [210,217] - text: Peanuts
Soybeans - indexes: [219,223] - text: Soya
Sulphites - indexes: [225,240] - text: Sulphur Dioxide
Mustard - indexes: [242,249] - text: Mustard
Crustaceans - indexes: [251,262] - text: Crustacenas",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains
EggsFishMilkCelery","Eggs - indexes: [9,27] - text: EggsFishMilkCelery",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Creamy ,mild chickpea curry serve With homemade sweet potato flat bread. Vegan.
Chick pea curry is gluten free but the sweet potato bread is not gluten free.","Gluten - indexes: [99,105] - text: gluten
Gluten - indexes: [106,110] - text: free
Gluten - indexes: [141,156] - text: not gluten free",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"G - Contains GlutenPrawns pan cooked with chillies, peppers, onions & curry leaves","Gluten - indexes: [0,1] - text: G
Gluten - indexes: [13,25] - text: GlutenPrawns",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"D - Contains DairyTwo Pieces of headless King Prawns marinated in seasoned yoghurt, special herbs & grilled in a clay oven","Dairy - indexes: [0,1] - text: D
Dairy - indexes: [13,21] - text: DairyTwo",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Contains soyabean and celery. Fried beancurd puffs.,"Soybeans - indexes: [9,17] - text: soyabean
Celery and Celeriac - indexes: [22,28] - text: celery",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergen: Black Bean Sauce (Soya, Wheat), Sweet and Sour Sauce (Sulphur DIoxide/Sulphites), Ginger and Spring Onion (Soya, Wheat).","Soybeans - indexes: [28,32] - text: Soya
Wheat - indexes: [34,39] - text: Wheat
Sulphites - indexes: [64,89] - text: Sulphur DIoxide/Sulphites
Soybeans - indexes: [117,121] - text: Soya
Wheat - indexes: [123,128] - text: Wheat","[{'span': 'Allergen: Black Bean Sauce (Soya, Wheat), Sweet and Sour Sauce (Sulphur DIoxide/Sulphites), Ginger and Spring Onion (Soya, Wheat).', 'allergen': 'Black Bean Sauce (Soya', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergen: Black Bean Sauce (Soya, Wheat), Sweet and Sour Sauce (Sulphur DIoxide/Sulphites), Ginger and Spring Onion (Soya, Wheat).', 'allergen': 'Wheat)', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergen: Black Bean Sauce (Soya, Wheat), Sweet and Sour Sauce (Sulphur DIoxide/Sulphites), Ginger and Spring Onion (Soya, Wheat).', 'allergen': 'Sweet and Sour Sauce (Sulphur DIoxide/Sulphites)', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergen: Black Bean Sauce (Soya, Wheat), Sweet and Sour Sauce (Sulphur DIoxide/Sulphites), Ginger and Spring Onion (Soya, Wheat).', 'allergen': 'Ginger and Spring Onion (Soya', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergen: Black Bean Sauce (Soya, Wheat), Sweet and Sour Sauce (Sulphur DIoxide/Sulphites), Ginger and Spring Onion (Soya, Wheat).', 'allergen': 'Wheat)', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'89] - text: Sulphur DIoxide/Sulphites\nSoybeans - indexes: [117', '128] - text: Wheat', '121] - text: Soya\nWheat - indexes: [123', '39] - text: Wheat\nSulphites - indexes: [64', 'Soybeans - indexes: [28', '32] - text: Soya\nWheat - indexes: [34'} and extracted allergens {'Wheat)', 'Ginger and Spring Onion (Soya', 'Sweet and Sour Sauce (Sulphur DIoxide/Sulphites)', 'Black Bean Sauce (Soya'}"
"SOYA
EGG
ALMONDS
PECAN
WHEAT
MILK","Soybeans - indexes: [0,4] - text: SOYA
Eggs - indexes: [5,8] - text: EGG
Nuts - indexes: [9,16] - text: ALMONDS
Nuts - indexes: [17,22] - text: PECAN
Wheat - indexes: [23,28] - text: WHEAT
Dairy - indexes: [29,33] - text: MILK",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"ALLERGENS
Contains
GlutenGluten: WheatGluten: RyeGluten: BarleyGluten: OatsGluten: SpeltGluten: KamutPeanutsNutsNuts: AlmondNuts: HazelnutNuts: WalnutNuts: CashewNuts: PecanNuts: BrazilNuts: PistachioNuts: MacadamiaCelery","Gluten - indexes: [19,31] - text: GlutenGluten
Wheat - indexes: [33,44] - text: WheatGluten
Gluten - indexes: [46,55] - text: RyeGluten
Gluten - indexes: [57,69] - text: BarleyGluten
Gluten - indexes: [71,81] - text: OatsGluten
Gluten - indexes: [83,94] - text: SpeltGluten
Nuts - indexes: [118,128] - text: AlmondNuts
Nuts - indexes: [130,142] - text: HazelnutNuts
Nuts - indexes: [144,154] - text: WalnutNuts
Nuts - indexes: [156,166] - text: CashewNuts
Nuts - indexes: [168,177] - text: PecanNuts
Nuts - indexes: [179,189] - text: BrazilNuts
Nuts - indexes: [191,204] - text: PistachioNuts
Nuts - indexes: [206,221] - text: MacadamiaCelery",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Turkish style chicken shawarma in crispy tortilla wrap. Contains wheat, gluten, celery and mil","Wheat - indexes: [65,70] - text: wheat
Gluten - indexes: [72,78] - text: gluten
Celery and Celeriac - indexes: [80,86] - text: celery
Dairy - indexes: [91,94] - text: mil",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Sushi selection: Crunchy goma wakame salad. Allergens: Soy bean, wheat, sesame.","Soybeans - indexes: [55,63] - text: Soy bean
Wheat - indexes: [65,70] - text: wheat
Sesame - indexes: [72,78] - text: sesame","[{'span': 'Allergens: Soy bean, wheat, sesame.', 'allergen': 'Soy bean', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Soy bean, wheat, sesame.', 'allergen': 'wheat', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Allergens: Soy bean, wheat, sesame.', 'allergen': 'sesame', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'Soybeans - indexes: [55', '63] - text: Soy bean\nWheat - indexes: [65', '70] - text: wheat\nSesame - indexes: [72', '78] - text: sesame'} and extracted allergens {'Soy bean', 'sesame', 'wheat'}"
"Lightly seared and thinly sliced Sir loin beef with thinly sliced *soy,nuts oil
dried garlic, onion , sun-dried tomato and a citrus soy sauce with truffle oil *nuts oil","Nuts - indexes: [71,79] - text: nuts oil
Nuts - indexes: [160,168] - text: nuts oil",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains sulpher dioxide.
Spicy & fairly hot. Balti
madras is cooked in madras
sauce and specially prepared
balti sauce, with green and
red peppers and herbs,
garnished with coriander.
Special mix consists of
chicken tikka, lamb tikka &
king prawn and contains dairy,
mustard & crustaceans. King
Prawn & prawn contains
crustaceans. Chicken & Lamb
Tikka contains dairy &
mustard.","Sulphites - indexes: [9,24] - text: sulpher dioxide
Dairy - indexes: [261,266] - text: dairy
Mustard - indexes: [268,275] - text: mustard
Crustaceans - indexes: [278,289] - text: crustaceans
Crustaceans - indexes: [319,330] - text: crustaceans
Dairy - indexes: [362,367] - text: dairy
Mustard - indexes: [370,377] - text: mustard",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens
SoybeansMustardCereals containing glutenNuts Sulphur dioxide and sulphites LupinMilkEggs","Soybeans - indexes: [10,32] - text: SoybeansMustardCereals
Gluten - indexes: [33,54] - text: containing glutenNuts
Sulphites - indexes: [55,70] - text: Sulphur dioxide
Sulphites - indexes: [75,84] - text: sulphites
Lupin - indexes: [85,98] - text: LupinMilkEggs",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
SO3. Crabmeat & Sweetcorn Soup,"Sulphites - indexes: [0,3] - text: SO3",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"A selection of our delicious starter, including Prawn on toast, Thai dim sum, Satay, Prawn spring rolls and Prawn cracker. (Minimum order for 2 people) Crustaceans,Egg,Molliscs. Peanut, Sesame Seed, Soya.","Crustaceans - indexes: [152,163] - text: Crustaceans
Eggs - indexes: [164,167] - text: Egg
Dairy - indexes: [168,176] - text: Molliscs
Peanuts - indexes: [178,184] - text: Peanut
Sesame - indexes: [186,197] - text: Sesame Seed
Soybeans - indexes: [199,203] - text: Soya",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Cooked with fresh cream, ground almonds & light spice. 🌶️
Allergens Info: Nuts & Dairy","Dairy - indexes: [68,72] - text: Info
Nuts - indexes: [72,73] - text: :
Dairy - indexes: [74,78] - text: Nuts
Dairy - indexes: [79,80] - text: &
Dairy - indexes: [81,86] - text: Dairy",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Glute, Dairy, Egg","Gluten - indexes: [0,5] - text: Glute
Dairy - indexes: [7,12] - text: Dairy
Eggs - indexes: [14,17] - text: Egg",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"4 Buttermilk Marinated chicken wings, fried and drenched in our homemade Korean sauce. Garnished with sesame seed dressing, fresh chillis and spring onions. (Not available Gluten Free!)","Sesame - indexes: [102,108] - text: sesame
Gluten - indexes: [158,183] - text: Not available Gluten Free",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"4PCS)
Baked pastry filled with minced meat, onions &pine nuts (contains gluten from wheat & pine nut)","Nuts - indexes: [57,61] - text: nuts
Gluten - indexes: [72,78] - text: gluten
Wheat - indexes: [84,89] - text: wheat
Nuts - indexes: [92,100] - text: pine nut",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[SO03] Boiled Rice,"Soybeans - indexes: [1,5] - text: SO03",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"ALLERGENS
Contains
EggsSoyaMilkNutsNuts: AlmondNuts: HazelnutNuts: WalnutNuts: CashewNuts: PecanNuts: BrazilNuts: PistachioNuts: Macadamia","Eggs - indexes: [19,39] - text: EggsSoyaMilkNutsNuts
Nuts - indexes: [41,51] - text: AlmondNuts
Nuts - indexes: [53,65] - text: HazelnutNuts
Nuts - indexes: [67,77] - text: WalnutNuts
Nuts - indexes: [79,89] - text: CashewNuts
Nuts - indexes: [91,100] - text: PecanNuts
Nuts - indexes: [102,112] - text: BrazilNuts
Nuts - indexes: [114,127] - text: PistachioNuts
Nuts - indexes: [129,138] - text: Macadamia",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains gluten and dairy Cheese, tomato, spicy donner, onions pepper & chillies","Gluten - indexes: [9,15] - text: gluten
Dairy - indexes: [20,32] - text: dairy Cheese",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Marinated in yoghurt cooked in a clay oven then mixed with special herbs, spices, nuts & almond in masala sauce Mild Chicken tikka – milk, tree nut, mustard Lamb tikka – milk, tree nut, mustard Paneer tikka – milk, tree nut, mustard Tandoori king prawn – milk, shellfish, tree nut, mustard Vegetable – milk, tree…","Dairy - indexes: [133,137] - text: milk
Nuts - indexes: [139,147] - text: tree nut
Mustard - indexes: [149,156] - text: mustard
Dairy - indexes: [170,174] - text: milk
Nuts - indexes: [176,184] - text: tree nut
Mustard - indexes: [186,193] - text: mustard
Dairy - indexes: [209,213] - text: milk
Nuts - indexes: [215,223] - text: tree nut
Mustard - indexes: [225,232] - text: mustard
Dairy - indexes: [255,259] - text: milk
Nuts - indexes: [272,280] - text: tree nut
Mustard - indexes: [282,289] - text: mustard
Dairy - indexes: [302,306] - text: milk
Nuts - indexes: [308,312] - text: tree",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Net weight 175g. Contains wheat, milk, egg, peanuts, sesame, soy flour, cereal containing gluten","Wheat - indexes: [26,31] - text: wheat
Dairy - indexes: [33,37] - text: milk
Eggs - indexes: [39,42] - text: egg
Peanuts - indexes: [44,51] - text: peanuts
Sesame - indexes: [53,59] - text: sesame
Soybeans - indexes: [61,70] - text: soy flour
Gluten - indexes: [72,96] - text: cereal containing gluten",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"G - Contains GlutenVegetable balls marinated in Indian & Chinese spices, dipped in corn flour batter & deep fried","Gluten - indexes: [0,1] - text: G
Gluten - indexes: [13,28] - text: GlutenVegetable",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Milk, Eggs, Soya, Wheat, Nuts, Hzelnuts, Nuts. A perfectly baked milk chocolate cookie dough sitting on our soft centred Belgian waffle with luxurious Ferrero Rocher balls, mouth watering Lindor chocolate truffles sprinkled with milk chocolate blossoms, roasted nibbed peanuts drizzled with milk chocolate hazelnut sauce, gourmet white chocolate sauce finished with salted caramel chips","Dairy - indexes: [0,4] - text: Milk
Eggs - indexes: [6,10] - text: Eggs
Soybeans - indexes: [12,16] - text: Soya
Wheat - indexes: [18,23] - text: Wheat
Nuts - indexes: [25,29] - text: Nuts
Nuts - indexes: [31,39] - text: Hzelnuts
Nuts - indexes: [41,45] - text: Nuts
Dairy - indexes: [65,69] - text: milk
Dairy - indexes: [229,233] - text: milk
Peanuts - indexes: [269,276] - text: peanuts
Dairy - indexes: [291,295] - text: milk",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains: Soy, Crutaceans.","Soybeans - indexes: [10,13] - text: Soy
Crustaceans - indexes: [15,25] - text: Crutaceans","[{'span': 'Contains: Soy, Crutaceans.', 'allergen': 'Soy', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: Soy, Crutaceans.', 'allergen': 'Crutaceans', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'25] - text: Crutaceans', '13] - text: Soy\nCrustaceans - indexes: [15', 'Soybeans - indexes: [10'} and extracted allergens {'Soy', 'Crutaceans'}"
Hot. Contain kingprawn&egg,"Crustaceans - indexes: [13,22] - text: kingprawn
Eggs - indexes: [23,26] - text: egg",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Sea salted with mild spicy kimchi sauce. Peanut and Nut, Shellfish and Molluscus, Soy.","Peanuts - indexes: [41,47] - text: Peanut
Nuts - indexes: [52,55] - text: Nut
Molluscs - indexes: [71,80] - text: Molluscus
Soybeans - indexes: [82,85] - text: Soy",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Sulfite & chemical free, we do not use drywhite-bleachig agent on our potatoes. Contains peanuts.","Sulphites - indexes: [0,7] - text: Sulfite
Peanuts - indexes: [89,96] - text: peanuts",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
ContainsNutsNuts: AlmondNuts: HazelnutNuts: WalnutNuts: CashewNuts: PecanNuts: BrazilNuts: PistachioNuts: Macadamia,"Nuts - indexes: [0,16] - text: ContainsNutsNuts
Nuts - indexes: [18,28] - text: AlmondNuts
Nuts - indexes: [30,42] - text: HazelnutNuts
Nuts - indexes: [44,54] - text: WalnutNuts
Nuts - indexes: [56,66] - text: CashewNuts
Nuts - indexes: [68,77] - text: PecanNuts
Nuts - indexes: [79,89] - text: BrazilNuts
Nuts - indexes: [91,104] - text: PistachioNuts
Nuts - indexes: [106,115] - text: Macadamia",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[SO02] Spicy Jiu Yim Chips,"Soybeans - indexes: [1,5] - text: SO02",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains, milk, soya, wheat whey powder, barley and nuts","Dairy - indexes: [10,14] - text: milk
Soybeans - indexes: [16,20] - text: soya
Wheat - indexes: [22,32] - text: wheat whey
Gluten - indexes: [41,47] - text: barley
Nuts - indexes: [52,56] - text: nuts",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"A thick creamy sauce cooked with specially blended spices and herbs, spinach and fine chopped onions giving it a hot, sweet and sour taste. It is topped with a fresh Bangladeshi fresh chilli paste from Sylhet, sugar and coconut powder. The secret. ALLERGY INFORMATION CONTAIN: Nut, Mustard, Dairy and genetically modified Soyal Oil","Nuts - indexes: [277,280] - text: Nut
Mustard - indexes: [282,289] - text: Mustard
Dairy - indexes: [291,296] - text: Dairy
Soybeans - indexes: [322,331] - text: Soyal Oil",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
MildD - Contains DairyGarden peas & cottage cheese cooked in a traditional Indian creamy sauce,"Dairy - indexes: [17,28] - text: DairyGarden",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens gluten , sulphir dioxide and soya beans.","Gluten - indexes: [10,16] - text: gluten
Sulphites - indexes: [19,34] - text: sulphir dioxide
Soybeans - indexes: [39,49] - text: soya beans",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
Soya beans,"Soybeans - indexes: [5,10] - text: beans",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Pan fried salmon with a Tuscan orzo, crispy leeks and a pesto dressing (F,D,P,TN,W)","Fish - indexes: [72,73] - text: F
Dairy - indexes: [74,75] - text: D
Peanuts - indexes: [76,77] - text: P
Nuts - indexes: [78,80] - text: TN
Wheat - indexes: [81,82] - text: W","[{'span': '(F,D,P,TN,W)', 'allergen': 'Fish', 'certainty': 'High', 'explanation': 'Shorthand code F indicates Fish'}, {'span': '(F,D,P,TN,W)', 'allergen': 'Peanuts', 'certainty': 'High', 'explanation': 'Shorthand code P indicates Peanuts'}]","Mismatch between predicted allergens {'77] - text: P\nNuts - indexes: [78', '75] - text: D\nPeanuts - indexes: [76', 'Fish - indexes: [72', '82] - text: W', '73] - text: F\nDairy - indexes: [74', '80] - text: TN\nWheat - indexes: [81'} and extracted allergens {'Fish', 'Peanuts'}"
"Water, Beef (31%), Fortifued WHEAT flour (WHEAT flour, Calcium carbonate, Iron, Niacin, Thiamin), Lard, Beef kidney (3%), Onion, Salt, Modified Maize Starch, Textured Vegetable Protein (Contains: SOYA Protein, Colour (E150c)), Pasteurised whole EGG, Yeast extract, Colour (E150a), Gelling Agent (E464), Black pepper, White pepper.","Wheat - indexes: [29,34] - text: WHEAT
Wheat - indexes: [42,47] - text: WHEAT
Soybeans - indexes: [196,208] - text: SOYA Protein
Eggs - indexes: [245,248] - text: EGG","[{'span': 'Contains: SOYA Protein, Colour (E150c)), Pasteurised whole EGG, Yeast extract, Colour (E150a), Gelling Agent (E464), Black pepper, White pepper.', 'allergen': 'SOYA Protein', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: SOYA Protein, Colour (E150c)), Pasteurised whole EGG, Yeast extract, Colour (E150a), Gelling Agent (E464), Black pepper, White pepper.', 'allergen': 'Colour (E150c))', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: SOYA Protein, Colour (E150c)), Pasteurised whole EGG, Yeast extract, Colour (E150a), Gelling Agent (E464), Black pepper, White pepper.', 'allergen': 'Pasteurised whole EGG', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: SOYA Protein, Colour (E150c)), Pasteurised whole EGG, Yeast extract, Colour (E150a), Gelling Agent (E464), Black pepper, White pepper.', 'allergen': 'Yeast extract', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: SOYA Protein, Colour (E150c)), Pasteurised whole EGG, Yeast extract, Colour (E150a), Gelling Agent (E464), Black pepper, White pepper.', 'allergen': 'Colour (E150a)', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: SOYA Protein, Colour (E150c)), Pasteurised whole EGG, Yeast extract, Colour (E150a), Gelling Agent (E464), Black pepper, White pepper.', 'allergen': 'Gelling Agent (E464)', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: SOYA Protein, Colour (E150c)), Pasteurised whole EGG, Yeast extract, Colour (E150a), Gelling Agent (E464), Black pepper, White pepper.', 'allergen': 'Black pepper', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}, {'span': 'Contains: SOYA Protein, Colour (E150c)), Pasteurised whole EGG, Yeast extract, Colour (E150a), Gelling Agent (E464), Black pepper, White pepper.', 'allergen': 'White pepper', 'certainty': 'High', 'explanation': 'Explicitly declared as allergen'}]","Mismatch between predicted allergens {'248] - text: EGG', '208] - text: SOYA Protein\nEggs - indexes: [245', '34] - text: WHEAT\nWheat - indexes: [42', '47] - text: WHEAT\nSoybeans - indexes: [196', 'Wheat - indexes: [29'} and extracted allergens {'White pepper', 'Gelling Agent (E464)', 'Black pepper', 'Colour (E150a)', 'SOYA Protein', 'Yeast extract', 'Colour (E150c))', 'Pasteurised whole EGG'}"
"7 kinds of assorted fish toppings on sushi rice with Japanese style egg omelette and Salmon roe *egg,salmon roe","Eggs - indexes: [68,71] - text: egg
Fish - indexes: [85,95] - text: Salmon roe
Eggs - indexes: [97,100] - text: egg
Fish - indexes: [101,111] - text: salmon roe",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"A classic all time favourite dish cooked with lots of sugar, coconut powder in a sweet creamy tomato sauce. ALLERGY INFORMATION: Nut, Dairy, Celery, Mustar","Nuts - indexes: [129,132] - text: Nut
Dairy - indexes: [134,139] - text: Dairy
Celery and Celeriac - indexes: [141,147] - text: Celery
Mustard - indexes: [149,155] - text: Mustar",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
[SO06] Spicy Egg Fried Rice,"Soybeans - indexes: [1,5] - text: SO06",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
27. Sesame Fish （ 芝麻鱼 ）,"Sesame - indexes: [4,15] - text: Sesame Fish",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Contains
GlutenGluten: WheatGluten: RyeGluten: BarleyGluten: OatsCelery","Gluten - indexes: [9,21] - text: GlutenGluten
Gluten - indexes: [23,34] - text: WheatGluten
Gluten - indexes: [36,45] - text: RyeGluten
Gluten - indexes: [47,59] - text: BarleyGluten
Gluten - indexes: [61,71] - text: OatsCelery",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Dairy, Sulfar Dioxide, Soya, Gluten, Medium","Dairy - indexes: [0,5] - text: Dairy
Sulphites - indexes: [7,21] - text: Sulfar Dioxide
Soybeans - indexes: [23,27] - text: Soya
Gluten - indexes: [29,35] - text: Gluten",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"ALLERGENS
Contains
EggsMilkNutsNuts: AlmondNuts: HazelnutNuts: WalnutNuts: CashewNuts: PecanNuts: BrazilNuts: PistachioNuts: Macadamia","Eggs - indexes: [19,35] - text: EggsMilkNutsNuts
Nuts - indexes: [37,47] - text: AlmondNuts
Nuts - indexes: [49,61] - text: HazelnutNuts
Nuts - indexes: [63,73] - text: WalnutNuts
Nuts - indexes: [75,85] - text: CashewNuts
Nuts - indexes: [87,96] - text: PecanNuts
Nuts - indexes: [98,108] - text: BrazilNuts
Nuts - indexes: [110,123] - text: PistachioNuts
Nuts - indexes: [125,134] - text: Macadamia",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Assortment of pappadoms comes with pickle tray consist of mint chutney, mango chutney and tomato chutney.
Contains milk, sesame
Pickle tray","Dairy - indexes: [115,119] - text: milk
Sesame - indexes: [121,134] - text: sesame
Pickle",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Tender pieces of chicken or lamb cooked in an almond cream sauce.Cooked with yoghurt and Mild. Contain Nutsontains dairy, egg, cheese, and nuts.","Nuts - indexes: [103,114] - text: Nutsontains
Dairy - indexes: [115,120] - text: dairy
Eggs - indexes: [122,125] - text: egg
Dairy - indexes: [127,133] - text: cheese
Nuts - indexes: [139,143] - text: nuts",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Signature flavours - all new fries. these are dirty fries for grown ups. our regular house fries loaded with homemade korean bbq sauce, sesame vegan mayo, spring onion and chillis (not available Gluten Free!)
Contains- Soy, Sesame Seeds","Sesame - indexes: [136,142] - text: sesame
Gluten - indexes: [181,206] - text: not available Gluten Free
Soybeans - indexes: [219,222] - text: Soy
Sesame - indexes: [224,236] - text: Sesame Seeds",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
(G/FA) £7,"Gluten - indexes: [1,2] - text: G
Sulphites - indexes: [3,5] - text: FA",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Crump breaded king prawns deep fried, served with mild sauce. Contain gluten and crustacear","Gluten - indexes: [70,76] - text: gluten
Crustaceans - indexes: [81,91] - text: crustacear",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
"Allergens Present
Egg Products Yes
Milk Products Yes
Soya Products Yes
Tree Nuts Products C
Cereal containing gluten – Barley Yes
Cereal containing gluten – Oat C
Cereal containing gluten – Wheat Yes","Eggs - indexes: [18,21] - text: Egg
Dairy - indexes: [22,30] - text: Products
Dairy - indexes: [35,39] - text: Milk
Dairy - indexes: [40,48] - text: Products
Soybeans - indexes: [53,57] - text: Soya
Dairy - indexes: [58,66] - text: Products
Nuts - indexes: [71,80] - text: Tree Nuts
Dairy - indexes: [81,89] - text: Products
Celery and Celeriac - indexes: [90,91] - text: C
Gluten - indexes: [92,116] - text: Cereal containing gluten
Gluten - indexes: [119,125] - text: Barley
Gluten - indexes: [130,154] - text: Cereal containing gluten
Gluten - indexes: [157,162] - text: Oat C
Gluten - indexes: [163,187] - text: Cereal containing gluten
Wheat - indexes: [190,195] - text: Wheat",No Allergens Found,Prediction includes allergens but text has no explicit allergen format
